102, 122, 212.3024
102, 122, 133.6565
102, 122, 58.8503
102, 122, 65.3020
102, 122, 141.0238
102, 122, 151.8201
102, 122, 82.7452
102, 122, 51.1669
102, 122, 145.0688
114, 122, 161.9629
114, 122, 162.9081
114, 122, 156.7187
114, 122, 157.2113
114, 122, 158.4640
114, 122, 79.0000
114, 122, 164.9993
114, 122, 127.4048
114, 122, 152.4410
114, 122, 160.8240
114, 122, 167.4790
114, 122, 155.4735
114, 122, 160.9969
114, 122, 76.7138
114, 122, 76.0000
114, 122, 76.0000
114, 122, 157.4605
123, 103, 160.0037
123, 103, 203.9625
123, 103, 224.9453
123, 103, 239.0008
123, 103, 140.7546
123, 103, 197.2225
123, 103, 131.2460
123, 103, 228.7571
123, 103, 130.3240
123, 103, 171.1943
114, 113, 31.0000
114, 113, 28.0000
114, 113, 166.5752
114, 113, 169.5001
114, 113, 167.2402
114, 113, 164.2941
114, 113, 165.6028
114, 113, 145.0673
114, 113, 142.6120
114, 113, 50.2616
114, 113, 175.1133
114, 113, 87.8589
114, 113, 71.5908
114, 113, 175.4811
114, 113, 170.3726
114, 113, 174.6861
114, 113, 178.4677
114, 113, 164.7757
114, 113, 126.9616
114, 113, 160.3744
114, 113, 81.4925
114, 113, 57.1682
114, 113, 136.6238
114, 113, 81.9858
114, 113, 58.1702
114, 113, 130.7617
114, 113, 122.2357
114, 113, 29.0000
114, 113, 35.0000
114, 113, 31.0000
114, 113, 33.0000
114, 113, 164.5830
114, 113, 139.4395
114, 113, 69.1570
114, 113, 103.4955
114, 113, 100.3522
114, 113, 119.8907
114, 113, 79.0593
114, 113, 136.8769
114, 113, 30.6955
114, 113, 47.6403
114, 113, 128.1208
114, 113, 104.6455
114, 113, 108.0505
114, 113, 63.2302
114, 113, 32.6446
114, 113, 62.8931
114, 113, 40.3938
114, 113, 125.9334
114, 113, 33.0000
114, 113, 134.5126
114, 113, 57.9602
114, 113, 106.3030
114, 113, 90.2306
114, 113, 157.5739
114, 113, 163.9814
114, 113, 75.5275
114, 113, 56.1460
114, 113, 159.2209
114, 113, 93.1645
114, 113, 113.2297
114, 113, 154.6267
114, 113, 159.0705
114, 113, 165.9622
114, 113, 166.7267
114, 113, 164.8256
114, 113, 89.7726
114, 113, 91.7536
114, 113, 96.4403
114, 113, 72.0443
114, 113, 113.0042
114, 113, 84.6595
114, 113, 33.3695
114, 113, 159.8689
114, 113, 88.3576
114, 113, 44.8612
114, 113, 34.4018
114, 113, 120.9151
114, 113, 60.3024
114, 113, 101.1792
114, 113, 136.2653
114, 113, 109.0494
114, 113, 32.9596
114, 113, 110.0853
114, 113, 96.9506
114, 113, 57.5054
114, 113, 66.0829
114, 113, 92.6259
114, 113, 40.3824
114, 113, 92.2337
114, 113, 102.0986
114, 113, 107.2816
114, 113, 177.2552
114, 113, 41.1177
114, 113, 127.4935
